TARGET_B,ID,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,LOG_GiftAvg36,LOG_GiftAvgAll,LOG_GiftAvgLast,LOG_GiftCnt36,LOG_GiftCntAll,LOG_GiftCntCard36,LOG_GiftCntCardAll,REP_StatusCat96NK,IMP_DemAge,IMP_LOG_GiftAvgCard36,IMP_REP_DemMedIncome,M_DemAge,M_LOG_GiftAvgCard36,M_REP_DemMedIncome
0,95343,15,81,14,31,58,6,6,20,1,41,M,H,"26,000",25,2.590017134,2.302585093,2.772588722,1.386294361,2.197224577,0,1.609437912,A,35,2.585531718,46887,0,1,0
1,95341,16,76,8,17,33,4,11,17,1,38,F,U,"102,800",24,3.349904087,3.095125017,3.433987205,1.098612289,2.48490665,1.098612289,2.197224577,A,59.26291209,3.349904087,53570.85049,1,0,1
0,95406,19,126,13,33,74,5,14,29,1,45,M,U,"44,700",34,2.772588722,2.112634509,2.772588722,1.098612289,2.772588722,0.693147181,2.397895273,A,59.26291209,2.772588722,53570.85049,1,0,1
0,95452,19,45,12,33,40,6,16,16,0,41,F,H,"32,000",37,2.079441542,1.832581464,2.397895273,1.609437912,2.197224577,1.098612289,1.386294361,A,33,2.014903021,44777,0,0,0
1,95536,16,23,15,22,20,6,10,8,0,40,F,U,"88,600",26,3.044522438,2.871868286,3.044522438,0.693147181,1.386294361,0.693147181,0.693147181,N,51,3.044522438,53570.85049,0,0,1
0,95561,18,113,15,36,81,6,17,30,1,30,F,H,"37,100",24,2.496505786,2.038619547,2.48490665,2.079441542,3.465735903,1.609437912,2.944438979,A,79,2.564949358,37320,0,0,0
0,95681,24,29,12,26,25,6,13,11,0,20,M,H,"61,900",32,3.931825633,3.931825633,3.931825633,1.098612289,1.098612289,1.098612289,1.098612289,A,80,3.931825633,55033,0,0,0
0,95755,18,120,10,29,61,4,4,28,1,18,M,H,"84,400",30,2.708050201,2.38416508,2.772588722,1.098612289,2.63905733,0,1.945910149,A,87,2.585531718,52567,0,1,0
1,95800,21,45,12,32,37,6,16,16,0,21,M,H,"34,000",31,2.685804592,2.415913778,2.833213344,1.386294361,1.791759469,1.098612289,1.386294361,A,87,2.803360381,44756,0,0,0
0,95806,17,57,13,32,44,6,14,17,0,27,M,H,"40,000",15,2.539236994,2.26902831,3.044522438,1.386294361,1.945910149,0.693147181,1.098612289,A,17,3.044522438,44756,0,0,0
1,95879,16,45,15,37,42,6,17,17,0,41,F,H,"36,300",35,3.121042465,3.17805383,3.044522438,1.386294361,1.791759469,0.693147181,1.098612289,A,54,3.044522438,45055,0,0,0
1,6076,25,121,22,40,100,4,4,27,1,31,F,H,"32,800",49,2.351375257,1.860974538,2.197224577,1.098612289,3.17805383,0,2.397895273,A,78,2.585531718,45055,0,1,0
1,95951,22,64,12,31,53,6,15,20,1,30,F,H,"34,700",48,2.772588722,2.206074193,2.772588722,0.693147181,2.63905733,0.693147181,1.945910149,A,49,2.772588722,48341,0,0,0
1,95943,18,41,13,33,37,6,15,14,0,27,M,H,"43,500",30,2.397895273,2.397895273,2.772588722,1.609437912,1.945910149,1.098612289,1.386294361,A,68,2.397895273,48341,0,0,0
0,95985,20,31,13,27,25,6,6,10,0,48,M,U,"38,600",28,3.157000421,3.044522438,3.044522438,1.098612289,1.386294361,0,0,A,48,2.585531718,53570.85049,0,1,1
0,95991,17,87,7,26,61,4,15,23,1,49,F,U,"48,000",28,1.410986974,1.368639426,1.386294361,2.397895273,3.33220451,1.945910149,2.708050201,A,59.26291209,1.386294361,62589,1,0,0
1,96008,16,118,11,31,73,5,15,32,1,41,F,H,"30,000",37,1.791759469,1.764730797,1.791759469,2.197224577,3.465735903,1.791759469,2.944438979,A,59.26291209,1.791759469,45333,1,0,0
1,96039,19,105,13,35,78,6,17,30,1,45,F,U,"43,900",26,2.228938553,2.065596135,2.197224577,2.079441542,3.36729583,1.386294361,2.772588722,A,63,2.26902831,53570.85049,0,0,1
1,96075,16,104,13,32,68,5,13,26,1,36,M,H,"56,800",37,1.791759469,1.740466175,1.791759469,1.791759469,3.044522438,1.098612289,2.302585093,A,73,1.791759469,47942,0,0,0
1,96093,17,101,14,31,52,6,14,21,1,40,M,H,"53,700",29,2.00148,1.89761986,2.197224577,1.791759469,2.564949358,1.609437912,2.197224577,A,59.26291209,1.981001469,48602,1,0,0
1,96175,20,52,6,26,40,4,15,17,1,41,M,U,"25,800",5,1.916922612,1.880990603,1.945910149,2.397895273,2.944438979,1.609437912,1.791759469,A,82,1.945910149,42796,0,0,0
1,96220,20,93,13,34,66,6,16,27,1,43,F,U,"28,100",38,2.590017134,2.164471791,2.564949358,1.386294361,2.708050201,0.693147181,2.197224577,A,62,2.63905733,39649,0,0,0
1,96251,17,89,13,32,60,6,17,25,1,41,F,H,"19,200",18,2.140066164,1.927164106,1.791759469,1.609437912,2.772588722,1.386294361,2.302585093,A,53,2.037316615,37883,0,0,0
1,96344,15,129,7,22,62,3,10,25,1,41,F,H,"29,300",17,2.302585093,1.968509981,2.397895273,1.386294361,2.995732274,0.693147181,2.48490665,A,59.26291209,2.079441542,41210,1,0,0
0,190515,15,92,12,29,54,5,12,20,0,40,M,U,"72,000",30,2.729811693,2.48490665,2.772588722,1.386294361,2.079441542,1.098612289,1.791759469,A,64,2.740840024,65846,0,0,0
1,96441,24,86,13,35,60,6,17,27,1,35,M,H,"91,500",28,3.258096538,2.753660712,3.258096538,1.098612289,2.397895273,0.693147181,2.197224577,A,73,3.258096538,63159,0,0,0
1,96348,17,24,13,23,22,6,11,9,1,40,F,H,"77,300",34,2.037316615,2.037316615,2.397895273,1.386294361,1.386294361,1.386294361,1.386294361,N,73,2.037316615,63159,0,0,0
0,96482,18,78,14,33,56,6,15,23,1,18,F,H,"69,100",34,2.397895273,2.174751722,2.397895273,1.098612289,2.397895273,1.098612289,1.945910149,A,43,2.397895273,47473,0,0,0
0,96454,15,17,12,17,15,5,7,6,0,16,M,U,"71,400",39,3.36729583,2.803360381,1.386294361,0.693147181,1.098612289,0.693147181,0.693147181,N,72,3.36729583,47473,0,0,0
0,96673,17,41,13,31,32,6,16,15,1,28,M,H,"55,100",26,1.887069649,1.850028377,2.079441542,2.397895273,2.48490665,2.079441542,2.197224577,A,59.26291209,1.814824742,60977,1,0,0
0,96729,17,40,14,33,36,6,15,15,1,30,F,U,"46,200",24,2.079441542,2.061786606,2.197224577,1.791759469,2.079441542,1.386294361,1.609437912,A,59.26291209,2.037316615,53570.85049,1,0,1
0,96778,26,81,9,27,45,4,4,17,0,22,F,H,"70,900",17,2.772588722,2.028148247,2.772588722,0.693147181,1.791759469,0,1.386294361,A,59.26291209,2.585531718,78594,1,1,0
0,96849,19,129,10,28,57,4,4,28,0,44,F,U,"65,800",29,2.772588722,2.470638678,2.772588722,0.693147181,1.945910149,0,1.791759469,A,50,2.585531718,58068,0,1,0
1,187472,16,32,7,14,14,2,6,6,1,22,F,U,"75,300",21,2.651127054,2.607861474,2.708050201,1.945910149,2.079441542,1.609437912,1.791759469,L,59.26291209,2.602689685,53570.85049,1,0,1
1,96923,17,29,14,27,26,6,12,10,1,42,U,U,"65,000",29,2.140066164,2.140066164,2.397895273,1.609437912,1.609437912,1.609437912,1.609437912,A,59.26291209,2.140066164,53570.85049,1,0,1
1,190651,16,16,13,18,15,5,5,6,0,22,F,U,"75,300",17,3.258096538,3.258096538,3.258096538,0.693147181,0.693147181,0,0,N,45,2.585531718,55540,0,1,0
1,97049,19,123,13,32,72,6,15,31,1,24,F,H,"81,600",28,3.044522438,2.777576264,3.044522438,1.386294361,2.63905733,0.693147181,2.48490665,A,60,3.044522438,55540,0,0,0
0,97040,16,122,14,34,71,6,15,29,1,24,F,H,"182,800",35,2.685804592,2.436241478,2.772588722,1.386294361,2.708050201,1.098612289,2.48490665,A,59.26291209,2.63905733,55540,1,0,0
1,97020,21,67,10,26,45,4,11,17,0,24,F,H,"63,600",43,2.833213344,2.724579503,2.890371758,1.098612289,1.609437912,0.693147181,1.098612289,A,58,2.890371758,55540,0,0,0
1,97026,18,74,13,34,57,6,17,23,1,24,F,H,"59,800",15,2.564949358,2.525728644,3.135494216,2.197224577,2.708050201,1.945910149,2.397895273,A,50,2.457021446,55540,0,0,0
1,97077,17,89,13,29,49,6,13,19,0,24,F,H,"82,000",45,2.602689685,2.351375257,2.397895273,1.098612289,1.945910149,0.693147181,1.609437912,A,69,2.397895273,37990,0,0,0
0,97095,19,44,12,30,33,6,15,15,0,41,F,H,"33,200",32,1.945910149,1.791759469,2.197224577,1.609437912,2.197224577,1.098612289,1.609437912,A,63,2.079441542,40750,0,0,0
0,97100,15,75,7,20,29,4,10,11,0,41,M,U,"31,500",0,2.037316615,1.840549633,1.791759469,1.386294361,2.397895273,1.098612289,1.609437912,A,59.26291209,2.140066164,51661,1,0,0
1,6981,9,79,26,47,88,9,19,25,1,0,F,U,"39,700",0,1.838961071,1.81319475,1.791759469,2.079441542,3.465735903,1.609437912,2.397895273,A,59.26291209,1.791759469,53570.85049,1,0,1
0,97263,18,125,8,23,70,4,11,26,1,36,U,H,"51,000",29,2.014903021,2.021547563,2.197224577,1.098612289,3.135494216,0.693147181,2.833213344,A,87,2.197224577,47500,0,0,0
1,98191,19,119,13,32,67,6,15,29,0,36,F,U,"41,600",34,2.708050201,2.623218266,2.397895273,1.386294361,2.302585093,1.098612289,2.197224577,A,59.26291209,2.397895273,53570.85049,1,0,1
1,100640,15,65,14,36,58,6,17,22,0,16,M,H,"76,400",45,3.449987546,3.27978276,3.401197382,1.098612289,2.079441542,0.693147181,1.386294361,A,36,3.496507562,64196,0,0,0
0,97421,17,113,13,34,78,6,17,30,1,45,F,U,"40,300",28,1.887069649,1.793424749,2.397895273,1.791759469,3.63758616,1.609437912,2.890371758,A,65,1.704748092,39375,0,0,0
0,97499,17,105,10,25,67,5,14,27,1,21,M,H,"44,200",42,2.00148,1.785070481,2.079441542,1.791759469,3.218875825,1.791759469,2.63905733,A,76,2.00148,44353,0,0,0
0,97576,18,45,15,37,45,6,17,17,1,27,F,U,"28,300",28,2.662355242,2.508785924,3.044522438,1.386294361,2.079441542,0.693147181,1.386294361,A,57,2.397895273,53570.85049,0,0,1
0,97513,16,131,14,26,56,6,11,24,1,41,M,H,"33,700",34,2.047692843,1.81319475,2.197224577,1.609437912,2.772588722,0.693147181,2.079441542,A,73,2.197224577,40375,0,0,0
1,97537,15,40,12,30,31,5,13,13,0,41,M,U,"31,600",39,1.673351238,1.63705308,1.609437912,1.945910149,2.079441542,1.386294361,1.609437912,A,27,1.541159072,36906,0,0,0
0,97543,17,113,13,34,65,6,17,26,1,36,M,U,"37,300",43,2.917770732,2.343727036,3.044522438,1.609437912,2.564949358,1.386294361,2.197224577,A,59,2.772588722,53570.85049,0,0,1
0,97538,24,45,9,26,29,5,12,12,1,36,M,H,"40,500",37,2.890371758,2.602689685,3.044522438,1.098612289,1.609437912,1.098612289,1.609437912,A,59.26291209,2.890371758,36906,1,0,0
1,97552,18,28,10,22,20,4,4,8,0,30,F,U,"22,600",29,2.708050201,2.708050201,3.044522438,1.098612289,1.098612289,0,0,A,69,2.585531718,27438,0,1,0
1,97652,24,40,12,34,37,6,17,16,1,27,F,U,"71,400",48,2.653241965,2.646883766,2.772588722,1.791759469,2.302585093,1.791759469,1.945910149,A,59.26291209,2.653241965,54752,1,0,0
1,190840,17,68,12,26,45,6,6,18,0,30,M,H,"48,500",30,3.258096538,3.102342009,3.258096538,0.693147181,1.609437912,0,0.693147181,A,47,2.585531718,47256,0,1,0
1,97691,16,30,12,26,24,6,12,10,1,24,U,H,"87,900",35,2.367436065,2.367436065,2.772588722,1.386294361,1.386294361,1.098612289,1.098612289,A,67,2.079441542,54684,0,0,0
0,97687,18,23,14,24,23,6,11,9,0,24,M,H,"96,200",35,2.539236994,2.539236994,2.397895273,1.386294361,1.386294361,1.098612289,1.098612289,N,40,2.602689685,49907,0,0,0
0,130262,18,64,12,30,47,5,13,19,1,30,F,H,"103,600",30,2.00148,1.865629318,1.945910149,1.791759469,2.63905733,1.386294361,2.197224577,A,71,2.037316615,55288,0,0,0
1,97829,16,116,11,29,67,5,13,29,1,40,M,H,"81,900",33,2.151762203,1.743968805,2.302585093,1.791759469,2.890371758,1.609437912,2.564949358,A,46,2.140066164,71191,0,0,0
0,12676,12,86,42,64,89,7,18,26,1,40,M,U,"80,900",33,3.387774361,2.901970894,3.258096538,1.791759469,2.708050201,1.098612289,1.791759469,A,78,3.295836866,71191,0,0,0
0,189150,4,44,13,32,33,6,14,13,0,34,M,U,"80,800",30,2.397895273,2.212660386,2.397895273,1.609437912,2.079441542,0.693147181,0.693147181,A,66,2.48490665,66505,0,0,0
1,790,18,68,16,35,67,5,5,24,1,46,M,U,"58,000",29,2.772588722,2.236445291,2.772588722,0.693147181,2.48490665,0,1.609437912,A,71,2.585531718,53929,0,1,0
1,189027,4,125,13,33,75,6,15,33,1,42,F,U,"60,600",29,2.48490665,2.283402274,2.397895273,1.386294361,3.091042453,1.098612289,2.63905733,A,78,2.48490665,42305,0,0,0
0,98422,15,65,14,30,46,6,13,17,1,45,M,U,"30,100",36,2.590017134,2.410542235,2.772588722,1.386294361,2.079441542,1.098612289,1.609437912,A,75,2.48490665,44596,0,0,0
0,98030,25,126,12,32,71,5,5,31,1,30,F,U,"45,100",40,2.397895273,1.986503546,2.397895273,1.386294361,3.091042453,0,2.63905733,A,78,2.585531718,44596,0,1,0
0,2964,4,69,36,56,103,11,21,27,1,43,M,H,"29,200",35,2.436241478,2.255493486,2.397895273,2.079441542,3.218875825,1.098612289,2.079441542,A,59.26291209,2.442347035,40375,1,0,0
1,98099,15,32,11,28,26,5,12,11,0,49,F,H,"58,800",21,2.662355242,2.662355242,2.772588722,1.386294361,1.386294361,1.098612289,1.098612289,A,31,2.602689685,48441,0,0,0
0,98113,26,122,8,23,59,5,15,29,1,38,F,H,"58,800",30,3.044522438,2.772588722,3.044522438,0.693147181,2.302585093,0.693147181,2.079441542,A,59.26291209,3.044522438,48441,1,0,0
0,98147,18,28,10,23,21,4,4,9,0,53,M,U,"36,200",31,2.833213344,2.833213344,2.890371758,1.098612289,1.098612289,0,0,A,59.26291209,2.585531718,38184,1,1,0
0,98176,17,42,14,34,33,6,6,14,0,45,M,U,"39,100",38,3.157000421,2.961658293,3.258096538,1.098612289,1.386294361,0,0,A,44,2.585531718,48071,0,1,0
0,98277,15,32,19,35,39,9,16,16,1,49,F,U,"39,600",28,2.014903021,1.945910149,1.791759469,1.945910149,2.079441542,1.386294361,1.609437912,N,61,2.079441542,34833,0,0,0
1,98282,21,75,10,26,45,4,10,17,0,44,M,U,"43,900",32,2.772588722,2.451005098,2.772588722,0.693147181,1.791759469,0.693147181,1.386294361,A,62,2.772588722,49492,0,0,0
1,10001,18,52,33,52,70,6,14,17,1,22,M,U,"67,500",34,2.564949358,2.503073954,2.708050201,1.098612289,2.302585093,0.693147181,1.609437912,A,42,2.397895273,53570.85049,0,0,1
1,98470,17,105,8,18,42,4,11,21,1,37,F,H,"49,200",32,2.615203651,2.277267285,2.708050201,1.386294361,2.833213344,1.386294361,2.708050201,A,86,2.615203651,46608,0,0,0
1,7174,20,128,11,28,95,4,12,32,1,36,F,U,"50,400",26,2.48490665,2.236445291,2.564949358,1.098612289,3.80666249,0.693147181,2.995732274,A,67,2.397895273,40389,0,0,0
1,98821,18,44,12,34,38,6,17,17,0,36,F,U,"34,000",34,2.327277706,2.302585093,2.397895273,1.609437912,2.302585093,1.098612289,1.386294361,A,71,2.351375257,36503,0,0,0
0,98921,18,52,12,31,43,6,6,19,1,36,M,H,"37,300",32,3.044522438,2.63905733,3.044522438,0.693147181,1.609437912,0,1.386294361,A,67,2.585531718,42861,0,1,0
1,98941,18,35,13,31,30,6,15,13,0,36,F,U,"42,300",31,2.215937286,2.215937286,2.397895273,1.945910149,1.945910149,1.386294361,1.386294361,A,50,2.037316615,40622,0,0,0
1,98962,19,54,14,27,34,6,6,12,0,49,F,U,"38,000",28,2.772588722,2.539236994,3.044522438,1.098612289,1.386294361,0,0.693147181,A,74,2.585531718,40417,0,1,0
0,99044,15,126,13,33,77,6,16,32,1,35,M,U,"66,500",22,3.208825489,2.626116818,3.258096538,1.609437912,2.890371758,1.386294361,2.564949358,A,86,3.191710157,41760,0,0,0
0,99051,19,32,12,26,26,6,6,10,0,36,F,U,"39,400",34,2.708050201,2.708050201,3.044522438,1.386294361,1.386294361,0,0,A,35,2.585531718,53570.85049,0,1,1
0,99063,18,125,14,34,65,6,6,27,1,53,F,H,"31,800",33,2.970414466,2.284421122,3.044522438,1.098612289,2.48490665,0,2.197224577,A,68,2.585531718,39750,0,1,0
1,99066,15,88,11,27,57,5,14,24,1,50,M,H,"20,600",29,1.871802177,1.691939134,1.791759469,2.197224577,3.17805383,1.791759469,2.48490665,A,67,1.85629799,28409,0,0,0
1,10490,7,37,27,32,50,5,7,6,0,53,F,U,"30,300",35,2.772588722,3.020424886,2.772588722,0.693147181,2.197224577,0.693147181,0.693147181,N,59.26291209,2.772588722,35833,1,0,0
0,99141,17,78,13,34,58,6,16,24,1,36,F,U,"38,000",35,1.465567542,1.477048724,1.791759469,2.564949358,3.091042453,1.945910149,2.48490665,A,69,1.541159072,37659,0,0,0
1,99246,21,112,12,33,75,6,17,34,1,50,F,U,"18,200",30,2.772588722,2.422144328,3.044522438,1.386294361,2.772588722,0.693147181,2.197224577,A,75,3.044522438,31172,0,0,0
0,99273,17,40,8,30,33,4,15,14,0,11,M,H,"294,100",30,2.662355242,2.63905733,3.044522438,1.386294361,1.791759469,0.693147181,0.693147181,A,46,3.044522438,140286,0,0,0
0,99304,15,77,13,27,36,6,6,15,0,18,M,H,"66,900",28,3.737669618,3.562465529,3.931825633,1.098612289,1.609437912,0,0.693147181,A,53,2.585531718,55923,0,1,0
0,99333,23,40,10,28,30,4,11,11,0,24,M,H,"125,600",38,2.48490665,2.302585093,2.772588722,1.098612289,1.386294361,1.098612289,1.386294361,A,71,2.48490665,82506,0,0,0
1,99410,21,53,10,30,39,5,15,16,0,24,F,H,"204,100",33,2.685804592,2.382320061,2.302585093,1.386294361,1.945910149,0.693147181,1.386294361,A,77,2.302585093,101095,0,0,0
0,99430,17,17,11,16,14,5,7,6,0,36,M,H,"43,000",47,3.258096538,3.258096538,3.258096538,0.693147181,0.693147181,0.693147181,0.693147181,N,72,3.258096538,42249,0,0,0
0,101079,15,44,15,36,41,6,17,17,1,27,M,U,"92,400",25,2.037316615,1.998773639,1.945910149,2.564949358,2.833213344,1.945910149,2.197224577,A,59.26291209,2.079441542,75543,1,0,0
1,99501,19,24,12,23,21,6,11,9,0,12,F,H,"98,800",31,2.397895273,2.397895273,2.772588722,1.098612289,1.098612289,0.693147181,0.693147181,N,40,1.791759469,62944,0,0,0
1,99543,17,90,13,33,59,6,16,25,0,49,M,H,"67,500",29,2.178155015,1.915450942,2.302585093,1.945910149,2.708050201,0.693147181,1.945910149,A,74,2.302585093,49642,0,0,0
0,99570,21,32,10,23,24,4,4,8,0,16,M,H,"64,700",37,2.602689685,2.602689685,3.044522438,1.098612289,1.098612289,0,0,A,52,2.585531718,56843,0,1,0
1,99602,24,130,10,29,69,4,12,27,1,20,F,U,"64,900",37,2.397895273,2.190535589,2.397895273,1.098612289,2.890371758,0.693147181,2.302585093,A,70,2.397895273,53570.85049,0,0,1
0,99564,20,20,11,17,16,5,5,6,0,12,M,H,"77,800",31,3.931825633,3.931825633,3.931825633,0.693147181,0.693147181,0,0,N,40,2.585531718,56843,0,1,0
0,157131,19,40,13,34,37,6,16,15,0,29,F,U,"76,100",45,2.970414466,2.803360381,2.890371758,1.098612289,1.609437912,0.693147181,0.693147181,A,82,3.044522438,56543,0,0,0
1,99673,21,44,12,29,33,6,14,14,1,18,F,H,"63,800",35,2.63905733,2.351375257,2.833213344,1.098612289,1.609437912,1.098612289,1.609437912,A,39,2.63905733,49486,0,0,0
0,99757,24,104,12,33,72,5,15,28,1,44,F,H,"61,700",24,2.772588722,2.607124283,2.397895273,1.609437912,2.944438979,1.386294361,2.48490665,A,55,2.662355242,51534,0,0,0
0,186577,8,52,20,39,45,7,15,15,0,49,F,U,"90,300",32,2.119863456,2.032087845,1.386294361,1.386294361,2.197224577,0.693147181,0.693147181,A,59.26291209,2.397895273,51268,1,0,0
1,99813,15,32,11,26,26,5,5,10,1,51,M,H,"46,000",44,2.48490665,2.48490665,2.890371758,1.609437912,1.609437912,0,0,A,50,2.585531718,55918,0,1,0
1,99836,16,16,11,16,13,4,6,5,0,21,M,H,"54,800",24,2.772588722,2.772588722,2.772588722,0.693147181,0.693147181,0.693147181,0.693147181,N,66,2.772588722,41382,0,0,0
0,99851,16,108,13,32,67,6,15,32,1,21,M,H,"58,600",36,3.044522438,2.284421122,3.044522438,0.693147181,2.48490665,0.693147181,2.197224577,A,75,3.044522438,41382,0,0,0
0,99862,16,105,14,34,58,6,15,26,0,43,U,H,"40,800",45,2.047692843,1.859418118,2.397895273,1.609437912,2.564949358,1.098612289,2.197224577,A,67,2.140066164,45932,0,0,0
0,99878,18,41,13,31,33,6,15,14,1,39,F,H,"59,600",30,2.525728644,2.397895273,2.890371758,1.609437912,1.945910149,1.386294361,1.609437912,A,65,2.367436065,47489,0,0,0
1,99898,23,127,11,32,71,5,15,32,1,17,M,H,"67,500",29,2.944438979,2.409644165,2.397895273,1.098612289,2.833213344,0.693147181,2.397895273,A,60,2.833213344,60176,0,0,0
0,186130,7,129,24,44,95,8,19,35,1,16,F,H,"58,400",34,2.708050201,2.442347035,2.397895273,1.386294361,3.36729583,1.098612289,2.995732274,A,86,2.772588722,42580,0,0,0
1,100218,16,126,12,25,59,5,10,26,1,8,F,H,"66,500",14,1.991975516,1.867176109,1.791759469,1.386294361,2.772588722,1.098612289,2.48490665,A,80,1.945910149,37080,0,0,0
0,100169,9,130,22,42,85,9,18,35,1,28,M,H,"78,600",40,2.442347035,2.354228326,2.564949358,1.609437912,2.890371758,1.098612289,2.63905733,N,46,2.397895273,37080,0,0,0
1,100411,20,105,13,35,65,6,17,28,0,20,M,H,"73,300",42,3.433987205,3.305053521,3.258096538,1.098612289,2.197224577,0.693147181,1.609437912,A,31,3.258096538,52582,0,0,0
1,100369,15,26,14,27,26,6,13,11,1,20,F,U,"98,700",33,3.36729583,3.36729583,3.496507562,1.609437912,1.609437912,1.386294361,1.386294361,N,25,3.401197382,52582,0,0,0
1,100447,17,56,12,30,42,6,15,18,1,16,F,H,"80,600",34,1.824549292,1.609437912,1.386294361,1.791759469,2.397895273,1.609437912,2.079441542,A,43,1.909542505,46353,0,0,0
0,100489,23,127,12,33,82,5,16,32,1,12,M,H,"76,700",32,2.261763099,2.2782924,2.302585093,1.791759469,3.526360525,1.609437912,3.044522438,A,66,2.224623552,64599,0,0,0
0,100550,19,45,12,29,34,6,14,14,0,12,M,H,"119,000",29,2.397895273,2.240709689,2.397895273,1.098612289,1.791759469,1.098612289,1.386294361,A,40,2.397895273,70270,0,0,0
0,100799,17,123,14,36,85,6,17,32,1,9,M,U,"45,500",34,3.76514581,3.435276695,3.80666249,1.945910149,3.36729583,1.386294361,2.63905733,A,73,3.729781445,44747,0,0,0
0,100913,19,75,13,34,54,6,6,22,0,27,F,U,"79,900",25,3.258096538,2.961658293,3.258096538,0.693147181,1.945910149,0,0.693147181,A,77,2.585531718,68338,0,1,0
0,100904,15,41,10,30,32,4,14,13,1,26,F,H,"79,200",43,2.772588722,2.708050201,2.772588722,1.609437912,1.791759469,0.693147181,1.098612289,A,76,2.397895273,68338,0,0,0
1,101033,18,78,10,24,45,4,10,18,0,39,M,H,"69,600",17,2.890371758,2.694627181,2.890371758,0.693147181,1.791759469,0.693147181,1.609437912,A,40,2.890371758,62117,0,0,0
1,101143,19,129,12,32,80,5,14,30,1,49,F,H,"72,000",38,1.791759469,1.686398954,1.791759469,1.945910149,3.258096538,1.791759469,2.995732274,A,69,1.791759469,43250,0,0,0
0,101190,24,69,8,25,49,5,15,20,1,45,F,H,"35,400",23,2.282382386,2.140066164,1.791759469,1.791759469,2.708050201,1.609437912,2.079441542,A,73,2.251291799,37308,0,0,0
0,186133,10,125,19,38,72,6,14,29,1,45,M,H,"38,100",19,1.791759469,1.437462648,1.791759469,1.609437912,3.218875825,1.098612289,2.63905733,A,64,1.791759469,37308,0,0,0
0,101207,24,67,12,33,55,6,16,21,1,43,F,H,"38,000",37,2.772588722,2.610069793,2.772588722,1.386294361,2.397895273,1.098612289,2.079441542,A,77,2.708050201,41330,0,0,0
1,103591,15,85,13,31,48,5,13,19,1,43,M,U,"15,000",35,2.151762203,1.960094784,2.397895273,1.791759469,2.397895273,1.098612289,1.386294361,A,59.26291209,2.140066164,22500,1,0,0
1,101290,15,81,7,21,33,4,10,9,0,53,M,H,"15,200",21,1.609437912,1.446918983,1.386294361,1.791759469,2.564949358,0.693147181,1.098612289,A,83,1.609437912,36406,0,0,0
0,2431,8,89,22,43,72,10,20,29,1,53,M,H,"33,500",34,2.756840365,2.772588722,1.791759469,1.609437912,2.48490665,1.098612289,2.197224577,A,83,2.140066164,31845,0,0,0
1,101388,21,41,12,30,34,6,16,15,1,43,M,H,"52,600",23,1.964311234,1.916922612,2.197224577,2.197224577,2.397895273,1.945910149,2.079441542,A,42,1.945910149,37100,0,0,0
1,101432,18,33,14,31,30,6,15,13,1,51,M,U,"24,000",34,2.219203484,2.187174242,2.302585093,2.397895273,2.48490665,1.945910149,1.945910149,A,73,2.100468909,31750,0,0,0
0,101498,21,44,13,32,38,6,17,17,1,51,F,U,"23,200",30,2.240709689,2.112634509,2.772588722,1.791759469,2.48490665,1.609437912,1.791759469,A,59.26291209,2.251291799,53570.85049,1,0,1
1,101584,18,130,12,31,79,5,15,32,1,36,M,U,"39,100",35,1.974081026,1.613429934,1.791759469,1.791759469,3.401197382,1.098612289,2.63905733,A,57,2.140066164,53570.85049,0,0,1
1,101596,16,113,14,36,74,6,17,32,1,53,F,U,"31,300",35,2.983153491,2.931193752,2.397895273,1.609437912,2.564949358,1.098612289,2.197224577,A,59.26291209,2.917770732,27338,1,0,0
1,101676,20,88,13,31,54,6,14,22,1,24,M,H,"116,200",35,2.708050201,2.409644165,2.772588722,1.386294361,2.197224577,1.098612289,1.791759469,A,63,2.674148649,63034,0,0,0
1,101673,18,45,15,36,40,6,6,16,1,24,F,U,"116,200",30,2.772588722,2.470638678,3.258096538,1.386294361,1.945910149,0,1.098612289,A,40,2.585531718,53570.85049,0,1,1
0,101689,22,22,9,9,14,3,3,5,0,36,F,U,"57,300",34,0,2.772588722,2.772588722,0,0.693147181,0,0,N,59.26291209,2.585531718,49833,1,1,0
0,101842,16,93,10,22,33,5,10,12,0,16,F,H,"38,500",36,2.539236994,2.159868791,2.63905733,1.386294361,1.945910149,1.098612289,1.386294361,A,86,2.564949358,40212,0,0,0
0,101779,16,66,11,29,48,5,12,18,1,30,M,H,"46,400",24,1.945910149,1.916922612,2.079441542,1.609437912,2.397895273,1.386294361,1.945910149,A,49,1.991975516,40212,0,0,0
1,101774,18,52,13,33,46,6,17,19,1,30,F,H,"46,400",24,2.345644583,2.221375038,2.302585093,2.302585093,2.944438979,1.609437912,2.079441542,A,35,2.420368129,40212,0,0,0
0,101823,17,125,13,32,75,6,15,29,1,28,F,H,"68,800",42,3.044522438,2.397895273,3.044522438,0.693147181,2.772588722,0.693147181,2.48490665,A,60,3.044522438,40540,0,0,0
0,8234,5,65,34,54,81,5,14,18,0,35,F,H,"87,000",30,2.602689685,2.501435952,0,1.098612289,2.397895273,0.693147181,1.609437912,A,59,2.772588722,60508,0,0,0
